sector_code,aggregate_code
oil_agr,agr
grn_agr,agr
veg_agr,agr
nut_agr,agr
flo_agr,agr
oth_agr,agr
dry_agr,agr
bef_agr,agr
egg_agr,agr
ota_agr,agr
log_fof,fof
fht_fof,fof
saf_fof,fof
oil_oil,oil
col_min,min
led_min,min
ore_min,min
stn_min,min
oth_min,min
drl_smn,smn
oth_smn,smn
ele_uti,uti
gas_uti,uti
wat_uti,uti
hcs_con,con
edu_con,con
nmr_con,con
rmr_con,con
off_con,con
mrs_con,con
ors_con,con
mfs_con,con
ons_con,con
pwr_con,con
srs_con,con
trn_con,con
saw_wpd,wpd
ven_wpd,wpd
mil_wpd,wpd
owp_wpd,wpd
cly_nmp,nmp
gla_nmp,nmp
cmt_nmp,nmp
cnc_nmp,nmp
cpb_nmp,nmp
ocp_nmp,nmp
lme_nmp,nmp
abr_nmp,nmp
cut_nmp,nmp
tmn_nmp,nmp
wol_nmp,nmp
mnm_nmp,nmp
irn_pmt,pmt
stl_pmt,pmt
ala_pmt,pmt
tir_pla,pla
alu_pmt,pmt
nms_pmt,pmt
cop_pmt,pmt
nfm_pmt,pmt
fmf_pmt,pmt
nff_pmt,pmt
rol_fmt,fmt
fss_fmt,fmt
crn_fmt,fmt
cut_fmt,fmt
plt_fmt,fmt
orn_fmt,fmt
pwr_fmt,fmt
mtt_fmt,fmt
mtc_fmt,fmt
hdw_fmt,fmt
spr_fmt,fmt
mch_fmt,fmt
tps_fmt,fmt
ceh_fmt,fmt
plb_fmt,fmt
vlv_fmt,fmt
bbr_fmt,fmt
fab_fmt,fmt
amn_fmt,fmt
omf_fmt,fmt
frm_mch,mch
lwn_mch,mch
con_mch,mch
min_mch,mch
smc_mch,mch
oti_mch,mch
opt_mch,mch
pht_mch,mch
oci_mch,mch
hea_mch,mch
acn_mch,mch
air_mch,mch
imm_mch,mch
spt_mch,mch
mct_mch,mch
cut_mch,mch
tbn_mch,mch
spd_mch,mch
mch_mch,mch
oee_mch,mch
agc_mch,mch
ppe_mch,mch
mat_mch,mch
pwr_mch,mch
pkg_mch,mch
rnt_hou,hou
ipf_mch,mch
ogp_mch,mch
fld_mch,mch
ecm_cep,cep
csd_cep,cep
ctm_cep,cep
tel_cep,cep
brd_cep,cep
oce_cep,cep
sem_cep,cep
prc_cep,cep
oec_cep,cep
eea_cep,cep
sdn_cep,cep
aec_cep,cep
ipv_cep,cep
tfl_cep,cep
els_cep,cep
ali_cep,cep
irr_cep,cep
wcm_cep,cep
aud_cep,cep
mmo_cep,cep
elb_eec,eec
ltf_eec,eec
sea_eec,eec
hca_eec,eec
hrf_eec,eec
hle_eec,eec
omh_eec,eec
pwr_eec,eec
mtg_eec,eec
swt_eec,eec
ric_eec,eec
sbt_eec,eec
pbt_eec,eec
cme_eec,eec
wdv_eec,eec
cbn_eec,eec
oee_eec,eec
atm_mot,mot
ltr_mot,mot
htr_mot,mot
mbd_mot,mot
trl_mot,mot
hom_mot,mot
cam_mot,mot
gas_mot,mot
eee_mot,mot
tpw_mot,mot
trm_mot,mot
stm_mot,mot
omv_mot,mot
brk_mot,mot
air_ote,ote
aen_ote,ote
oar_ote,ote
mis_ote,ote
pro_ote,ote
rrd_ote,ote
shp_ote,ote
bot_ote,ote
mcl_ote,ote
mlt_ote,ote
otm_ote,ote
cab_fpd,fpd
uph_fpd,fpd
nup_fpd,fpd
ifm_fpd,fpd
ohn_fpd,fpd
shv_fpd,fpd
off_fpd,fpd
ofp_fpd,fpd
smi_mmf,mmf
sas_mmf,mmf
dnt_mmf,mmf
oph_mmf,mmf
dlb_mmf,mmf
jwl_mmf,mmf
ath_mmf,mmf
toy_mmf,mmf
ofm_mmf,mmf
sgn_mmf,mmf
omm_mmf,mmf
dog_fbp,fbp
oaf_fbp,fbp
flr_fbp,fbp
wet_fbp,fbp
fat_fbp,fbp
soy_fbp,fbp
brk_fbp,fbp
sug_fbp,fbp
fzn_fbp,fbp
can_fbp,fbp
chs_fbp,fbp
dry_fbp,fbp
mlk_fbp,fbp
ice_fbp,fbp
chk_fbp,fbp
asp_fbp,fbp
sea_fbp,fbp
brd_fbp,fbp
cok_fbp,fbp
snk_fbp,fbp
tea_fbp,fbp
syr_fbp,fbp
spc_fbp,fbp
ofm_fbp,fbp
pop_fbp,fbp
ber_fbp,fbp
wne_fbp,fbp
why_fbp,fbp
cig_fbp,fbp
fyt_tex,tex
fml_tex,tex
txf_tex,tex
rug_tex,tex
lin_tex,tex
otp_tex,tex
app_alt,alt
lea_alt,alt
plp_ppd,ppd
ppm_ppd,ppd
pbm_ppd,ppd
pbc_ppd,ppd
ppb_ppd,ppd
sta_ppd,ppd
toi_ppd,ppd
opp_ppd,ppd
pri_pri,pri
sap_pri,pri
ref_pet,pet
pav_pet,pet
shn_pet,pet
oth_pet,pet
ptr_che,che
igm_che,che
sdp_che,che
obi_che,che
obo_che,che
pmr_che,che
srf_che,che
mbm_che,che
phm_che,che
inv_che,che
bio_che,che
fmf_che,che
pag_che,che
pnt_che,che
adh_che,che
sop_che,che
toi_che,che
pri_che,che
och_che,che
plm_pla,pla
ppp_pla,pla
lam_pla,pla
fom_pla,pla
ure_pla,pla
bot_pla,pla
opm_pla,pla
rbr_pla,pla
orb_pla,pla
mtv_wht,wht
pce_wht,wht
hha_wht,wht
mch_wht,wht
odg_wht,wht
dru_wht,wht
gro_wht,wht
pet_wht,wht
ndg_wht,wht
ele_wht,wht
dut_wht,wht
mvt_mvt,mvt
fbt_fbt,fbt
gmt_gmt,gmt
bui_ott,ott
hea_ott,ott
gas_ott,ott
clo_ott,ott
non_ott,ott
oth_ott,ott
air_air,air
trn_trn,trn
wtt_wtt,wtt
trk_trk,trk
grd_grd,grd
pip_pip,pip
sce_otr,otr
mes_otr,otr
wrh_wrh,wrh
new_pub,pub
pdl_pub,pub
bok_pub,pub
mal_pub,pub
sfw_pub,pub
pic_mov,mov
snd_mov,mov
rad_brd,brd
cbl_brd,brd
wtl_brd,brd
wls_brd,brd
sat_brd,brd
dpr_dat,dat
int_dat,dat
new_dat,dat
cre_bnk,bnk
mon_bnk,bnk
ofi_sec,sec
com_sec,sec
dir_ins,ins
car_ins,ins
agn_ins,ins
fin_fin,fin
own_hou,hou
ore_ore,ore
aut_rnt,rnt
com_rnt,rnt
cmg_rnt,rnt
int_rnt,rnt
leg_leg,leg
cus_com,com
sys_com,com
ocs_com,com
acc_tsv,tsv
arc_tsv,tsv
mgt_tsv,tsv
env_tsv,tsv
sci_tsv,tsv
adv_tsv,tsv
des_tsv,tsv
pht_tsv,tsv
vet_tsv,tsv
mkt_tsv,tsv
man_man,man
emp_adm,adm
dwe_adm,adm
off_adm,adm
fac_adm,adm
bsp_adm,adm
trv_adm,adm
inv_adm,adm
oss_adm,adm
wst_wst,wst
sec_edu,edu
uni_edu,edu
oes_edu,edu
phy_amb,amb
dnt_amb,amb
ohp_amb,amb
out_amb,amb
lab_amb,amb
hom_amb,amb
oas_amb,amb
hos_hos,hos
ncc_nrs,nrs
res_nrs,nrs
ifs_soc,soc
day_soc,soc
cmf_soc,soc
pfm_art,art
spr_art,art
ind_art,art
agt_art,art
mus_art,art
amu_rec,rec
cas_rec,rec
ori_rec,rec
amd_amd,amd
ful_res,res
lim_res,res
ofd_res,res
atr_osv,osv
eqr_osv,osv
imr_osv,osv
hgr_osv,osv
pcs_osv,osv
fun_osv,osv
dry_osv,osv
ops_osv,osv
rel_osv,osv
grt_osv,osv
civ_osv,osv
prv_osv,osv
fdd_fdd,fdd
fnd_fnd,fnd
pst_fen,fen
ofg_fen,fen
edu_slg,slg
hea_slg,slg
oth_slg,slg
ent_sle,sle
srp_use,use
sec_use,use
imp_oth,oth
rwa_oth,oth
totalbasic,totalbasic
sme_pmt,pmt
duties,duties
tax,tax
subsidies,subsidies
ele_fen,fen
trn_sle,sle
ele_sle,sle
output,output
imports,imports
margins,margins
ciffob,ciffob
trncost,trncost
basicsupply,basicsupply
trdtrn,trdtrn
taxlessubsidies,taxlessubsidies
supply,supply
interm,interm
compen,compen
othtax,othtax
surplus,surplus
basicvalueadded,basicvalueadded
industryoutput,industryoutput
taxes,taxes
valueadded,valueadded
totint,totint
pce,pce
equipment,equipment
intelprop,intelprop
residential,residential
structures,structures
changinv,changinv
exports,exports
defense,defense
def_equipment,def_equipment
nondefense,nondefense
def_intelprop,def_intelprop
def_structures,def_structures
fed_equipment,fed_equipment
fed_structures,fed_structures
fed_intelprop,fed_intelprop
state_consume,state_consume
state_equipment,state_equipment
state_intelprop,state_intelprop
state_invest,state_invest
totaluse,totaluse
